ED_COUNTER,ED_AF3, ED_F7, ED_F3, ED_FC5, ED_T7,ED_P7, ED_O1, ED_O2, ED_P8, ED_T8, ED_FC6, ED_F4,ED_F8, ED_AF4,mix1,mix2
-2.063,"4,483.0768","4,070.2563","4,259.9999","4,199.4871","4,545.6409","4,076.9230","4,072.3076","4,278.9743","4,629.7435","4,267.1794","4,573.3332","4,385.6409","4,552.3076","4,355.3845",127.692,
-2.055,"4,481.5384","4,063.5896","4,258.9743","4,196.9230","4,539.4871","4,052.8204","4,067.1794","4,273.3332","4,620.5127","4,268.7178","4,567.1794","4,381.5384","4,541.0255","4,349.2307",132.308,
-2.047,"4,488.7178","4,073.3332","4,265.6409","4,194.3589","4,558.9742","4,071.7948","4,079.4871","4,285.1281","4,617.9486","4,265.6409","4,575.8973","4,390.2563","4,541.0255","4,357.9486",130.769,
-2.039,"4,477.4358","4,064.6153","4,253.8460","4,195.3845","4,554.8717","4,082.0512","4,075.8973","4,279.9999","4,611.2819","4,243.5896","4,558.9742","4,384.1025","4,534.3589","4,347.6922",129.744,
-2.031,"4,468.2050","4,057.4358","4,249.2307","4,195.3845","4,534.3589","4,066.6666","4,072.3076","4,277.4358","4,616.9230","4,252.8204","4,547.6922","4,376.9230","4,531.2819","4,342.0512",126.154,
-2.023,"4,474.3589","4,059.9999","4,254.8717","4,197.4358","4,531.7948","4,058.4614","4,078.4614","4,285.1281","4,627.1794","4,273.8460","4,560.5127","4,383.0768","4,530.2563","4,350.7691",123.590,
-2.016,"4,474.8717","4,058.4614","4,255.3845","4,198.4614","4,547.1794","4,061.5384","4,078.4614","4,280.5127","4,626.1537","4,265.1281","4,569.2307","4,387.6922","4,527.1794","4,350.7691",124.103,
-2.008,"4,476.9230","4,064.6153","4,257.4358","4,195.3845","4,557.4358","4,067.1794","4,074.8717","4,276.4102","4,625.6409","4,264.6153","4,573.8460","4,388.7178","4,538.4614","4,351.7948",125.128,
-2.000,"4,466.1537","4,058.4614","4,244.6153","4,196.9230","4,536.4101","4,054.3589","4,062.5640","4,267.6922","4,618.4614","4,254.8717","4,562.0512","4,373.3332","4,533.3332","4,342.0512",124.103,
-1.992,"4,465.1281","4,057.9486","4,245.1281","4,198.9743","4,533.8460","4,053.8461","4,068.7178","4,275.8973","4,631.7948","4,251.7948","4,563.0768","4,374.8717","4,531.2819","4,345.1281",120.000,
-1.984,"4,479.4871","4,066.6666","4,261.0255","4,198.4614","4,548.7178","4,073.8461","4,082.5640","4,290.2563","4,637.9486","4,274.3589","4,575.8973","4,393.8460","4,544.1025","4,362.5640",116.923,
-1.977,"4,478.4614","4,061.5384","4,255.8973","4,195.8973","4,545.1281","4,072.3076","4,076.4102","4,284.1025","4,612.8204","4,276.4102","4,566.6666","4,392.3076","4,541.0255","4,359.9999",118.462,
-1.969,"4,477.9486","4,063.0768","4,252.8204","4,196.4102","4,553.3332","4,058.4614","4,070.7691","4,282.5640","4,613.3332","4,267.1794","4,563.0768","4,389.2307","4,540.5127","4,356.9230",121.026,
-1.961,"4,478.4614","4,063.5896","4,257.9486","4,203.5896","4,553.3332","4,054.8717","4,069.2307","4,275.3845","4,622.5640","4,261.0255","4,567.1794","4,386.1537","4,537.9486","4,356.4101",122.051,
-1.953,"4,486.6666","4,070.2563","4,268.7178","4,203.0768","4,545.6409","4,065.6409","4,075.3845","4,275.3845","4,628.7178","4,266.1537","4,569.7435","4,390.2563","4,543.5896","4,365.1281",121.539,
-1.945,"4,491.7948","4,073.3332","4,269.7435","4,193.8461","4,545.6409","4,068.2050","4,077.4358","4,282.5640","4,634.3589","4,269.2307","4,567.1794","4,396.4101","4,549.7435","4,369.2307",122.564,
-1.938,"4,481.5384","4,061.0255","4,253.8460","4,195.3845","4,539.4871","4,060.5127","4,068.7178","4,272.8204","4,624.1025","4,255.8973","4,558.4614","4,383.5896","4,535.8973","4,354.3589",127.180,
-1.930,"4,485.1281","4,069.7435","4,259.4871","4,201.0255","4,546.6666","4,075.3845","4,079.9999","4,275.3845","4,626.1537","4,266.6666","4,568.2050","4,385.6409","4,541.5384","4,359.4871",125.641,
-1.922,"4,476.4101","4,069.2307","4,258.9743","4,200.5127","4,548.7178","4,076.4102","4,080.5127","4,282.5640","4,630.7691","4,274.3589","4,569.2307","4,386.6666","4,543.0768","4,359.4871",116.923,
-1.914,"4,468.7178","4,059.4871","4,247.1794","4,197.9486","4,545.1281","4,065.1281","4,067.1794","4,282.0512","4,624.6153","4,259.4871","4,560.5127","4,379.9999","4,534.3589","4,350.2563",118.462,
-1.906,"4,481.5384","4,068.7178","4,252.8204","4,196.4102","4,553.3332","4,066.6666","4,070.7691","4,279.4871","4,617.4358","4,257.9486","4,562.5640","4,384.1025","4,540.5127","4,355.3845",126.154,
-1.898,"4,470.7691","4,063.0768","4,248.7178","4,196.9230","4,551.2819","4,059.4871","4,069.2307","4,266.1537","4,607.6922","4,250.7691","4,551.2819","4,375.3845","4,528.7178","4,346.1537",124.615,
-1.891,"4,463.0768","4,058.4614","4,248.2050","4,198.4614","4,556.9230","4,066.1537","4,067.6922","4,265.1281","4,615.3845","4,251.7948","4,552.8204","4,371.7948","4,523.0768","4,343.0768",120.000,
-1.883,"4,469.2307","4,062.0512","4,252.3076","4,199.4871","4,548.2050","4,068.7178","4,071.7948","4,271.2819","4,625.6409","4,267.6922","4,562.5640","4,375.8973","4,534.8717","4,350.7691",118.462,
-1.875,"4,474.8717","4,063.0768","4,252.3076","4,197.4358","4,528.2050","4,060.5127","4,070.7691","4,274.3589","4,625.6409","4,271.7948","4,559.4871","4,379.9999","4,540.5127","4,350.7691",124.103,
-1.867,"4,491.2819","4,076.9230","4,262.5640","4,195.3845","4,549.2307","4,075.3845","4,071.7948","4,285.1281","4,634.3589","4,273.3332","4,572.3076","4,393.8460","4,549.2307","4,361.5384",129.744,
-1.859,"4,491.2819","4,080.5127","4,264.1025","4,197.9486","4,571.7948","4,078.4614","4,067.1794","4,276.9230","4,633.3332","4,274.8717","4,578.9742","4,391.2819","4,548.7178","4,367.6922",123.590,
-1.852,"4,483.0768","4,072.3076","4,261.0255","4,198.4614","4,561.5383","4,063.5896","4,063.0768","4,264.6153","4,627.1794","4,272.8204","4,572.3076","4,387.1794","4,543.0768","4,368.2050",114.872,
-1.844,"4,481.0255","4,065.1281","4,256.4102","4,199.9999","4,544.6153","4,059.4871","4,065.1281","4,264.6153","4,614.3589","4,253.8460","4,559.9999","4,387.6922","4,535.3845","4,359.9999",121.026,
-1.836,"4,476.4101","4,060.5127","4,248.2050","4,201.5384","4,543.5896","4,064.6153","4,072.3076","4,266.6666","4,604.6153","4,248.2050","4,554.8717","4,382.0512","4,530.2563","4,351.7948",124.615,
-1.828,"4,482.5640","4,069.2307","4,254.8717","4,198.9743","4,557.9486","4,067.1794","4,080.5127","4,281.5384","4,624.6153","4,276.9230","4,570.7691","4,389.7435","4,545.6409","4,364.6153",117.949,
-1.820,"4,481.5384","4,065.6409","4,254.3589","4,198.4614","4,560.5127","4,059.4871","4,069.2307","4,278.4614","4,629.2307","4,270.7691","4,566.6666","4,392.8204","4,546.1537","4,364.6153",116.923,
-1.813,"4,476.9230","4,062.0512","4,251.2819","4,195.8973","4,558.9742","4,063.5896","4,063.0768","4,268.2050","4,614.8717","4,250.2563","4,557.4358","4,389.2307","4,538.4614","4,359.9999",116.923,
-1.805,"4,471.7948","4,058.9743","4,250.2563","4,194.3589","4,551.7948","4,067.6922","4,066.1537","4,272.3076","4,609.2307","4,250.2563","4,552.8204","4,382.5640","4,535.3845","4,359.4871",112.308,
-1.797,"4,461.5384","4,047.1794","4,243.0768","4,197.9486","4,539.4871","4,058.9743","4,067.1794","4,275.3845","4,609.2307","4,248.2050","4,539.4871","4,372.8204","4,523.0768","4,346.1537",115.385,
-1.789,"4,465.6409","4,051.2820","4,248.2050","4,198.4614","4,548.7178","4,058.9743","4,072.8204","4,282.0512","4,623.5896","4,253.3332","4,551.7948","4,377.9486","4,525.1281","4,346.1537",119.487,
-1.781,"4,466.6666","4,049.2307","4,247.1794","4,196.9230","4,548.7178","4,056.4102","4,068.2050","4,285.1281","4,628.7178","4,254.3589","4,566.6666","4,374.8717","4,530.7691","4,349.2307",117.436,
-1.773,"4,474.3589","4,053.8461","4,249.7435","4,195.8973","4,549.7435","4,065.1281","4,071.7948","4,294.3589","4,630.7691","4,268.2050","4,569.7435","4,377.4358","4,546.6666","4,355.8973",118.462,
-1.766,"4,484.6153","4,067.6922","4,255.3845","4,193.8461","4,564.6153","4,070.2563","4,079.4871","4,294.8717","4,634.3589","4,292.3076","4,571.2819","4,386.1537","4,554.8717","4,362.0512",122.564,
-1.758,"4,471.7948","4,058.9743","4,247.6922","4,194.8717","4,555.3845","4,055.8973","4,066.6666","4,268.2050","4,617.4358","4,279.4871","4,565.6409","4,377.9486","4,537.9486","4,352.8204",118.974,
-1.750,"4,467.6922","4,054.3589","4,249.7435","4,197.4358","4,542.5640","4,061.5384","4,060.5127","4,258.9743","4,610.7691","4,261.5384","4,566.6666","4,375.3845","4,537.9486","4,354.3589",113.333,
-1.742,"4,462.0512","4,046.6666","4,239.9999","4,199.9999","4,535.8973","4,064.6153","4,059.9999","4,254.8717","4,606.1537","4,250.7691","4,551.2819","4,364.1025","4,526.6666","4,346.1537",115.898,
-1.734,"4,463.0768","4,045.1281","4,231.7948","4,198.4614","4,545.6409","4,062.0512","4,067.6922","4,258.4614","4,603.5896","4,241.5384","4,537.4358","4,358.4614","4,513.8460","4,340.5127",122.564,
-1.727,"4,479.4871","4,057.9486","4,245.6409","4,193.3332","4,565.6409","4,070.7691","4,079.4871","4,275.8973","4,616.9230","4,247.6922","4,550.2563","4,374.8717","4,527.6922","4,353.3332",126.154,
-1.719,"4,463.5896","4,045.6409","4,237.4358","4,194.8717","4,557.4358","4,057.4358","4,067.1794","4,261.0255","4,604.6153","4,239.4871","4,541.5384","4,361.0255","4,518.4614","4,339.9999",123.590,
-1.711,"4,451.2819","4,039.4871","4,230.7691","4,199.9999","4,548.7178","4,048.2050","4,061.0255","4,247.6922","4,590.2563","4,229.2307","4,528.2050","4,349.7435","4,504.6153","4,334.3589",116.923,
-1.703,"4,462.0512","4,050.7691","4,238.4614","4,200.5127","4,546.6666","4,045.1281","4,063.0768","4,254.3589","4,593.8460","4,230.2563","4,530.2563","4,359.9999","4,509.7435","4,344.1025",117.949,
-1.695,"4,473.3332","4,061.5384","4,243.0768","4,196.9230","4,547.6922","4,037.9486","4,057.9486","4,255.8973","4,601.0255","4,241.5384","4,541.5384","4,368.7178","4,518.9742","4,347.6922",125.641,
-1.688,"4,483.0768","4,071.2820","4,252.3076","4,194.3589","4,553.3332","4,057.4358","4,064.1025","4,267.6922","4,610.2563","4,263.5896","4,557.9486","4,379.4871","4,531.7948","4,359.9999",123.077,
-1.680,"4,469.7435","4,058.9743","4,247.1794","4,195.8973","4,548.2050","4,073.3332","4,071.2820","4,274.8717","4,611.7948","4,254.8717","4,552.8204","4,369.7435","4,530.2563","4,353.3332",116.410,
-1.672,"4,459.9999","4,053.3332","4,237.9486","4,197.9486","4,557.9486","4,068.7178","4,074.3589","4,281.0255","4,623.5896","4,247.6922","4,551.7948","4,360.5127","4,532.3076","4,341.5384",118.461,
-1.664,"4,469.2307","4,063.0768","4,239.9999","4,201.0255","4,563.0768","4,069.2307","4,075.3845","4,288.7178","4,632.8204","4,268.2050","4,567.1794","4,368.2050","4,546.1537","4,351.2819",117.949,
-1.656,"4,473.8460","4,066.6666","4,245.6409","4,199.4871","4,555.3845","4,069.7435","4,072.3076","4,273.8460","4,621.5383","4,277.4358","4,571.2819","4,370.7691","4,550.2563","4,361.5384",112.308,
-1.648,"4,475.3845","4,062.5640","4,249.2307","4,193.3332","4,561.0255","4,058.4614","4,060.5127","4,247.1794","4,607.1794","4,263.0768","4,565.6409","4,368.2050","4,542.0512","4,358.9743",116.410,
-1.641,"4,469.7435","4,051.7948","4,241.5384","4,197.4358","4,554.3589","4,048.2050","4,047.1794","4,236.4102","4,598.4614","4,241.5384","4,553.3332","4,363.0768","4,529.2307","4,349.2307",120.513,
-1.633,"4,478.9742","4,064.1025","4,248.2050","4,201.5384","4,554.8717","4,061.5384","4,056.4102","4,258.9743","4,613.3332","4,256.4102","4,560.5127","4,372.8204","4,539.9999","4,360.5127",118.461,
-1.625,"4,485.1281","4,077.4358","4,253.3332","4,197.9486","4,559.9999","4,060.5127","4,063.5896","4,271.2819","4,623.0768","4,272.3076","4,564.1025","4,376.4101","4,543.5896","4,364.6153",120.513,
-1.617,"4,479.4871","4,070.2563","4,248.7178","4,196.9230","4,546.6666","4,049.7435","4,061.0255","4,266.6666","4,613.8460","4,258.4614","4,552.3076","4,372.8204","4,527.6922","4,353.8460",125.641,
-1.609,"4,492.3076","4,076.9230","4,265.6409","4,198.4614","4,557.4358","4,067.6922","4,073.8461","4,278.9743","4,622.0512","4,261.0255","4,564.6153","4,389.2307","4,539.4871","4,371.2819",121.026,
-1.602,"4,488.7178","4,072.3076","4,263.0768","4,201.0255","4,565.6409","4,064.1025","4,062.5640","4,267.1794","4,612.3076","4,253.3332","4,566.6666","4,387.6922","4,539.4871","4,373.8460",114.872,
-1.594,"4,474.8717","4,060.5127","4,245.1281","4,198.9743","4,556.4101","4,048.2050","4,045.6409","4,248.7178","4,597.4358","4,236.4102","4,549.7435","4,371.2819","4,523.5896","4,355.3845",119.487,
-1.586,"4,484.6153","4,073.3332","4,253.3332","4,196.9230","4,560.5127","4,061.5384","4,059.4871","4,262.0512","4,614.8717","4,253.3332","4,554.3589","4,377.9486","4,531.7948","4,359.9999",124.615,
-1.578,"4,483.5896","4,070.7691","4,257.4358","4,198.9743","4,556.9230","4,066.1537","4,066.6666","4,273.8460","4,624.6153","4,266.6666","4,558.9742","4,378.9743","4,532.3076","4,359.9999",123.590,
-1.570,"4,471.7948","4,058.9743","4,251.2819","4,199.9999","4,549.2307","4,052.8204","4,058.4614","4,273.3332","4,619.9999","4,252.8204","4,551.2819","4,370.2563","4,519.9999","4,347.1794",124.615,
-1.563,"4,464.1025","4,051.2820","4,242.0512","4,199.9999","4,539.4871","4,040.5127","4,048.7178","4,263.0768","4,610.7691","4,229.7435","4,534.3589","4,361.0255","4,508.7178","4,335.3845",128.718,
-1.555,"4,474.8717","4,059.4871","4,244.1025","4,196.9230","4,541.5384","4,053.3332","4,052.3076","4,255.3845","4,607.6922","4,243.5896","4,539.4871","4,363.5896","4,515.8973","4,342.5640",132.308,
-1.547,"4,495.8973","4,081.0255","4,261.0255","4,192.3076","4,561.0255","4,069.7435","4,066.1537","4,264.1025","4,618.4614","4,277.9486","4,561.5383","4,377.9486","4,532.3076","4,356.9230",138.974,
-1.539,"4,485.6409","4,075.3845","4,252.8204","4,195.3845","4,553.8460","4,049.7435","4,062.0512","4,257.9486","4,610.2563","4,256.4102","4,548.7178","4,369.7435","4,516.4101","4,340.5127",145.128,
-1.531,"4,478.4614","4,064.1025","4,246.6666","4,200.5127","4,540.5127","4,045.1281","4,056.9230","4,247.1794","4,596.9230","4,227.1794","4,534.8717","4,367.1794","4,507.1794","4,334.3589",144.103,
-1.523,"4,487.1794","4,066.1537","4,252.3076","4,200.5127","4,549.2307","4,054.8717","4,056.4102","4,247.6922","4,593.8460","4,234.3589","4,545.6409","4,375.8973","4,518.4614","4,345.6409",141.539,
-1.516,"4,495.8973","4,077.4358","4,256.4102","4,197.9486","4,553.8460","4,052.8204","4,061.0255","4,261.5384","4,604.6153","4,248.7178","4,557.4358","4,378.4614","4,526.1537","4,352.3076",143.590,
-1.508,"4,504.6153","4,084.6153","4,261.5384","4,196.9230","4,544.6153","4,062.5640","4,071.2820","4,277.9486","4,622.5640","4,249.7435","4,558.9742","4,383.5896","4,527.1794","4,358.9743",145.641,
-1.500,"4,495.3845","4,069.7435","4,254.3589","4,198.9743","4,540.5127","4,066.6666","4,065.6409","4,267.1794","4,613.3332","4,233.3332","4,547.6922","4,379.4871","4,514.8717","4,348.7178",146.667,
-1.492,"4,498.4614","4,078.4614","4,261.5384","4,198.9743","4,565.6409","4,071.7948","4,070.7691","4,267.1794","4,614.3589","4,248.7178","4,561.5383","4,386.6666","4,523.0768","4,354.8717",143.590,
-1.484,"4,497.9486","4,081.0255","4,263.0768","4,198.9743","4,564.6153","4,067.6922","4,074.3589","4,269.2307","4,613.8460","4,262.0512","4,564.1025","4,387.1794","4,529.7435","4,359.4871",138.461,
-1.477,"4,482.0512","4,054.3589","4,244.6153","4,199.4871","4,532.8204","4,052.3076","4,060.5127","4,252.8204","4,589.2307","4,233.3332","4,538.4614","4,367.1794","4,510.2563","4,339.9999",142.051,
-1.469,"4,488.2050","4,060.5127","4,247.1794","4,198.4614","4,539.9999","4,063.0768","4,067.6922","4,257.4358","4,594.3589","4,231.7948","4,543.0768","4,368.2050","4,513.3332","4,342.5640",145.641,
-1.461,"4,483.5896","4,065.1281","4,246.6666","4,199.4871","4,548.7178","4,062.5640","4,073.8461","4,261.0255","4,610.2563","4,247.6922","4,544.1025","4,369.2307","4,514.8717","4,344.1025",139.487,
-1.453,"4,473.3332","4,052.3076","4,242.5640","4,197.4358","4,538.4614","4,044.1025","4,067.6922","4,261.0255","4,608.7178","4,249.2307","4,537.9486","4,365.6409","4,508.7178","4,337.4358",135.897,
-1.445,"4,485.1281","4,057.4358","4,247.1794","4,193.8461","4,535.3845","4,044.6153","4,062.5640","4,269.2307","4,604.1025","4,246.1537","4,548.2050","4,368.2050","4,513.8460","4,342.0512",143.077,
-1.438,"4,498.9742","4,072.3076","4,251.7948","4,195.8973","4,547.6922","4,061.0255","4,063.0768","4,271.2819","4,604.6153","4,243.0768","4,552.3076","4,370.7691","4,518.4614","4,350.2563",148.718,
-1.430,"4,503.5896","4,078.4614","4,261.5384","4,199.9999","4,561.0255","4,068.2050","4,069.7435","4,270.7691","4,614.8717","4,250.7691","4,555.3845","4,380.5127","4,528.2050","4,361.0255",142.564,
-1.422,"4,491.7948","4,057.9486","4,255.3845","4,202.5640","4,537.4358","4,051.2820","4,061.5384","4,263.5896","4,611.2819","4,246.6666","4,548.7178","4,376.4101","4,523.0768","4,353.3332",138.462,
-1.414,"4,493.3332","4,051.7948","4,250.7691","4,200.5127","4,534.3589","4,047.1794","4,058.4614","4,263.0768","4,604.1025","4,241.0255","4,546.6666","4,374.3589","4,517.4358","4,350.7691",142.564,
-1.406,"4,508.7178","4,072.8204","4,262.0512","4,196.4102","4,566.6666","4,059.9999","4,068.7178","4,269.7435","4,609.2307","4,252.3076","4,556.4101","4,385.1281","4,527.6922","4,363.0768",145.641,
-1.398,"4,494.8717","4,070.7691","4,257.4358","4,196.4102","4,562.5640","4,062.0512","4,070.2563","4,263.5896","4,609.2307","4,252.3076","4,545.6409","4,377.4358","4,524.1025","4,352.8204",142.051,
-1.391,"4,479.9999","4,057.9486","4,246.1537","4,199.4871","4,546.1537","4,066.1537","4,071.7948","4,262.5640","4,609.7435","4,241.0255","4,539.9999","4,369.7435","4,520.5127","4,342.5640",137.436,
-1.383,"4,477.9486","4,053.8461","4,237.4358","4,201.0255","4,544.6153","4,062.0512","4,067.6922","4,258.9743","4,606.6666","4,235.3845","4,548.7178","4,366.1537","4,517.4358","4,339.4871",138.461,
-1.375,"4,489.2307","4,068.7178","4,243.5896","4,198.9743","4,561.0255","4,063.5896","4,070.2563","4,262.0512","4,614.3589","4,257.9486","4,561.0255","4,371.2819","4,527.6922","4,348.2050",141.026,
-1.367,"4,498.4614","4,073.8461","4,254.3589","4,194.8717","4,571.7948","4,076.4102","4,081.5384","4,273.8460","4,627.1794","4,271.7948","4,564.1025","4,383.0768","4,537.4358","4,358.9743",139.487,
-1.359,"4,477.4358","4,045.6409","4,240.5127","4,197.9486","4,542.5640","4,064.1025","4,074.3589","4,257.9486","4,605.1281","4,239.4871","4,541.0255","4,365.6409","4,513.8460","4,340.5127",136.923,
-1.352,"4,476.4101","4,048.2050","4,240.5127","4,199.4871","4,535.3845","4,055.3845","4,070.2563","4,255.3845","4,599.4871","4,239.9999","4,542.0512","4,363.0768","4,511.7948","4,342.0512",134.359,
-1.344,"4,494.3589","4,064.1025","4,250.7691","4,200.5127","4,555.3845","4,059.9999","4,075.8973","4,272.3076","4,621.0255","4,266.1537","4,557.9486","4,378.9743","4,529.2307","4,363.0768",131.282,
-1.336,"4,493.8460","4,055.8973","4,246.6666","4,199.9999","4,551.2819","4,060.5127","4,074.8717","4,273.8460","4,624.1025","4,261.0255","4,555.8973","4,379.9999","4,528.7178","4,365.1281",128.718,
-1.328,"4,491.2819","4,057.4358","4,246.1537","4,194.8717","4,543.0768","4,053.3332","4,068.2050","4,267.1794","4,611.2819","4,250.2563","4,548.7178","4,374.3589","4,523.0768","4,359.9999",131.282,
-1.320,"4,483.0768","4,054.8717","4,237.4358","4,196.4102","4,544.1025","4,039.9999","4,057.9486","4,253.3332","4,592.3076","4,232.3076","4,530.7691","4,361.5384","4,511.7948","4,346.1537",136.923,
-1.313,"4,486.6666","4,053.3332","4,237.9486","4,201.0255","4,557.9486","4,052.8204","4,065.6409","4,259.9999","4,605.1281","4,238.4614","4,537.9486","4,369.2307","4,517.9486","4,351.7948",134.872,
-1.305,"4,491.7948","4,057.4358","4,246.1537","4,199.4871","4,556.9230","4,070.2563","4,076.4102","4,273.3332","4,627.6922","4,263.0768","4,560.5127","4,380.5127","4,530.2563","4,363.5896",128.205,
-1.297,"4,492.3076","4,062.0512","4,250.7691","4,195.8973","4,543.0768","4,074.8717","4,080.5127","4,279.9999","4,631.2819","4,270.2563","4,566.1537","4,380.5127","4,532.8204","4,364.6153",127.692,
-1.289,"4,507.6922","4,075.8973","4,264.1025","4,195.3845","4,558.4614","4,081.0255","4,088.2050","4,301.0255","4,642.5640","4,278.9743","4,574.3589","4,397.4358","4,549.2307","4,378.4614",129.231,
-1.281,"4,499.4871","4,062.5640","4,256.4102","4,198.9743","4,556.9230","4,063.5896","4,076.4102","4,294.8717","4,637.4358","4,274.3589","4,568.7178","4,396.4101","4,546.1537","4,376.4101",123.077,
-1.273,"4,482.5640","4,044.6153","4,242.5640","4,196.9230","4,537.4358","4,046.6666","4,064.6153","4,266.6666","4,619.9999","4,263.0768","4,561.0255","4,380.5127","4,531.2819","4,362.5640",120.000,
-1.266,"4,488.7178","4,054.3589","4,246.6666","4,195.8973","4,546.1537","4,056.9230","4,071.7948","4,263.5896","4,615.3845","4,265.1281","4,565.1281","4,379.9999","4,533.8460","4,364.6153",124.103,
-1.258,"4,498.4614","4,065.6409","4,252.3076","4,198.4614","4,564.6153","4,071.2820","4,078.9743","4,272.8204","4,618.4614","4,265.1281","4,559.4871","4,385.6409","4,536.9230","4,367.6922",130.769,
-1.250,"4,507.6922","4,069.2307","4,258.9743","4,198.9743","4,569.2307","4,072.3076","4,077.4358","4,271.2819","4,626.6666","4,263.5896","4,558.4614","4,388.7178","4,538.4614","4,371.2819",136.410,
-1.242,"4,505.6409","4,059.9999","4,257.9486","4,198.9743","4,557.4358","4,056.4102","4,068.7178","4,256.4102","4,619.4871","4,256.9230","4,565.1281","4,385.6409","4,535.8973","4,371.2819",134.359,
-1.234,"4,516.9230","4,067.6922","4,270.2563","4,197.4358","4,563.5896","4,064.1025","4,078.9743","4,269.2307","4,621.5383","4,264.6153","4,579.4871","4,401.5384","4,547.6922","4,384.6153",132.308,
-1.227,"4,526.1537","4,078.9743","4,283.0768","4,195.8973","4,574.8717","4,081.0255","4,092.3076","4,291.7948","4,631.2819","4,273.8460","4,578.4614","4,410.7691","4,552.8204","4,389.7435",136.410,
-1.219,"4,506.1537","4,062.5640","4,267.6922","4,198.4614","4,554.8717","4,066.1537","4,082.0512","4,274.8717","4,616.4101","4,252.3076","4,550.7691","4,388.2050","4,524.1025","4,364.1025",142.051,
-1.211,"4,504.1025","4,065.1281","4,267.1794","4,199.4871","4,549.2307","4,058.4614","4,078.4614","4,266.6666","4,613.8460","4,250.2563","4,553.3332","4,387.6922","4,517.9486","4,366.1537",137.949,
-1.203,"4,507.1794","4,070.2563","4,269.2307","4,199.4871","4,557.4358","4,067.6922","4,079.9999","4,271.7948","4,616.4101","4,266.1537","4,567.1794","4,391.7948","4,529.7435","4,375.8973",131.282,
-1.195,"4,500.5127","4,060.5127","4,257.9486","4,199.4871","4,570.7691","4,080.5127","4,084.1025","4,274.3589","4,613.8460","4,266.6666","4,561.0255","4,379.4871","4,530.7691","4,363.0768",137.436,
-1.188,"4,503.0768","4,063.0768","4,253.3332","4,196.4102","4,582.5640","4,078.4614","4,087.1794","4,279.9999","4,627.1794","4,264.6153","4,557.4358","4,378.9743","4,530.7691","4,359.4871",143.590,
-1.180,"4,495.3845","4,059.9999","4,249.7435","4,194.8717","4,569.2307","4,061.0255","4,076.4102","4,275.8973","4,628.7178","4,259.4871","4,554.3589","4,375.8973","4,525.6409","4,359.4871",135.897,
-1.172,"4,501.0255","4,066.1537","4,265.6409","4,197.4358","4,569.7435","4,079.9999","4,084.1025","4,286.1537","4,631.2819","4,269.2307","4,568.2050","4,386.1537","4,537.4358","4,369.7435",131.282,
-1.164,"4,509.2307","4,068.2050","4,270.7691","4,202.0512","4,565.1281","4,083.0768","4,083.0768","4,288.7178","4,632.8204","4,267.6922","4,571.2819","4,392.3076","4,538.4614","4,371.2819",137.949,
-1.156,"4,507.1794","4,065.1281","4,257.9486","4,201.0255","4,554.8717","4,051.2820","4,066.6666","4,273.8460","4,624.6153","4,253.3332","4,557.9486","4,382.0512","4,527.6922","4,364.6153",142.564,
-1.148,"4,517.4358","4,079.4871","4,268.7178","4,196.4102","4,570.7691","4,062.5640","4,079.4871","4,279.9999","4,625.6409","4,259.9999","4,568.2050","4,389.7435","4,540.5127","4,375.8973",141.539,
-1.141,"4,503.5896","4,066.1537","4,263.5896","4,198.9743","4,561.5383","4,086.1537","4,085.6409","4,274.8717","4,611.2819","4,249.7435","4,564.1025","4,384.1025","4,531.7948","4,365.6409",137.949,
-1.133,"4,489.2307","4,048.2050","4,246.1537","4,202.5640","4,555.3845","4,086.1537","4,075.3845","4,262.5640","4,605.6409","4,245.6409","4,546.6666","4,371.7948","4,517.9486","4,353.8460",135.385,
-1.125,"4,496.9230","4,060.5127","4,245.6409","4,199.9999","4,581.0255","4,065.6409","4,072.3076","4,264.1025","4,613.3332","4,255.3845","4,543.5896","4,374.8717","4,522.5640","4,359.9999",136.923,
-1.117,"4,502.5640","4,070.2563","4,253.3332","4,196.9230","4,588.7178","4,051.2820","4,074.3589","4,265.6409","4,605.6409","4,242.5640","4,552.3076","4,374.8717","4,520.5127","4,357.9486",144.615,
-1.109,"4,508.7178","4,072.3076","4,262.0512","4,197.4358","4,579.9999","4,074.3589","4,083.0768","4,272.8204","4,610.7691","4,245.6409","4,565.6409","4,379.9999","4,527.1794","4,366.1537",142.564,
-1.102,"4,505.1281","4,067.1794","4,255.8973","4,199.9999","4,565.1281","4,083.0768","4,082.5640","4,274.3589","4,618.4614","4,255.3845","4,556.4101","4,382.0512","4,530.2563","4,368.7178",136.410,
-1.094,"4,506.6666","4,071.2820","4,259.4871","4,196.9230","4,560.5127","4,069.7435","4,077.9486","4,275.3845","4,618.9742","4,253.8460","4,552.8204","4,387.1794","4,529.2307","4,368.2050",138.462,
-1.086,"4,513.8460","4,073.3332","4,271.2819","4,194.3589","4,564.1025","4,061.0255","4,070.7691","4,270.7691","4,615.8973","4,253.3332","4,562.5640","4,389.7435","4,532.8204","4,373.8460",140.000,
-1.078,"4,515.3845","4,071.7948","4,271.7948","4,195.8973","4,570.2563","4,066.1537","4,067.1794","4,265.1281","4,615.3845","4,258.9743","4,563.5896","4,387.1794","4,540.5127","4,377.4358",137.949,
